"Counting","AGEP Age","MB by Commonwealth Electoral Divisions (UR)","Count"
"Persons Place of Usual Residence","94","Hawke",41
"Persons Place of Usual Residence","94","Ballarat",90
"Persons Place of Usual Residence","94","Gippsland",116
"Persons Place of Usual Residence","94","Flinders",154
"Persons Place of Usual Residence","94","Wills",150
"Persons Place of Usual Residence","94","Melbourne",72
"Persons Place of Usual Residence","94","Cooper",123
"Persons Place of Usual Residence","94","Maribyrnong",110
"Persons Place of Usual Residence","94","Macnamara",110
"Persons Place of Usual Residence","94","Higgins",122
"Persons Place of Usual Residence","94","Kooyong",214
"Persons Place of Usual Residence","94","Menzies",172
"Persons Place of Usual Residence","94","Chisholm",155
"Persons Place of Usual Residence","94","Deakin",143
"Persons Place of Usual Residence","94","Goldstein",248
"Persons Place of Usual Residence","94","Hotham",127
"Persons Place of Usual Residence","94","Isaacs",132
"Persons Place of Usual Residence","94","Jagajaga",115
"Persons Place of Usual Residence","94","Scullin",73
"Persons Place of Usual Residence","94","Gorton",53
"Persons Place of Usual Residence","94","Calwell",29
"Persons Place of Usual Residence","94","Aston",91
"Persons Place of Usual Residence","94","La Trobe",52
"Persons Place of Usual Residence","94","Bruce",82
"Persons Place of Usual Residence","94","Holt",42
"Persons Place of Usual Residence","94","Fraser",89
"Persons Place of Usual Residence","94","Lalor",43
"Persons Place of Usual Residence","94","Migratory - Offshore - Shipping (Vic.)",0
"Persons Place of Usual Residence","94","No usual address (Vic.)",0
"Persons Place of Usual Residence","94","Total",4346
"Persons Place of Usual Residence","95","Casey",69
"Persons Place of Usual Residence","95","Dunkley",84
"Persons Place of Usual Residence","95","Gellibrand",61
"Persons Place of Usual Residence","95","Nicholls",97
"Persons Place of Usual Residence","95","Indi",94
"Persons Place of Usual Residence","95","Corio",129
"Persons Place of Usual Residence","95","Corangamite",92
"Persons Place of Usual Residence","95","McEwen",32
"Persons Place of Usual Residence","95","Monash",109
"Persons Place of Usual Residence","95","Bendigo",78
"Persons Place of Usual Residence","95","Wannon",116
"Persons Place of Usual Residence","95","Mallee",133
"Persons Place of Usual Residence","95","Hawke",35
"Persons Place of Usual Residence","95","Ballarat",94
"Persons Place of Usual Residence","95","Gippsland",88
"Persons Place of Usual Residence","95","Flinders",135
"Persons Place of Usual Residence","95","Wills",98
"Persons Place of Usual Residence","95","Melbourne",43
"Persons Place of Usual Residence","95","Cooper",99
"Persons Place of Usual Residence","95","Maribyrnong",86
"Persons Place of Usual Residence","95","Macnamara",98
"Persons Place of Usual Residence","95","Higgins",105
"Persons Place of Usual Residence","95","Kooyong",168
"Persons Place of Usual Residence","95","Menzies",156
"Persons Place of Usual Residence","95","Chisholm",129
"Persons Place of Usual Residence","95","Deakin",128
"Persons Place of Usual Residence","95","Goldstein",170
"Persons Place of Usual Residence","95","Hotham",101
"Persons Place of Usual Residence","95","Isaacs",112
"Persons Place of Usual Residence","95","Jagajaga",95
"Persons Place of Usual Residence","95","Scullin",37
"Persons Place of Usual Residence","95","Gorton",33
"Persons Place of Usual Residence","95","Calwell",15
"Persons Place of Usual Residence","95","Aston",90
"Persons Place of Usual Residence","95","La Trobe",37
"Persons Place of Usual Residence","95","Bruce",67
"Persons Place of Usual Residence","95","Holt",37
"Persons Place of Usual Residence","95","Fraser",72
"Persons Place of Usual Residence","95","Lalor",29
"Persons Place of Usual Residence","95","Migratory - Offshore - Shipping (Vic.)",0
"Persons Place of Usual Residence","95","No usual address (Vic.)",0
"Persons Place of Usual Residence","95","Total",3448
"Persons Place of Usual Residence","96","Casey",41
"Persons Place of Usual Residence","96","Dunkley",73
"Persons Place of Usual Residence","96","Gellibrand",41
"Persons Place of Usual Residence","96","Nicholls",69
"Persons Place of Usual Residence","96","Indi",90
"Persons Place of Usual Residence","96","Corio",61
"Persons Place of Usual Residence","96","Corangamite",53
"Persons Place of Usual Residence","96","McEwen",27
"Persons Place of Usual Residence","96","Monash",58
"Persons Place of Usual Residence","96","Bendigo",61
"Persons Place of Usual Residence","96","Wannon",80
"Persons Place of Usual Residence","96","Mallee",100
"Persons Place of Usual Residence","96","Hawke",26
"Persons Place of Usual Residence","96","Ballarat",52
"Persons Place of Usual Residence","96","Gippsland",64
"Persons Place of Usual Residence","96","Flinders",86
"Persons Place of Usual Residence","96","Wills",56
"Persons Place of Usual Residence","96","Melbourne",41
"Persons Place of Usual Residence","96","Cooper",73
"Persons Place of Usual Residence","96","Maribyrnong",64
"Persons Place of Usual Residence","96","Macnamara",92
"Persons Place of Usual Residence","96","Higgins",64
"Persons Place of Usual Residence","96","Kooyong",105
"Persons Place of Usual Residence","96","Menzies",80
"Persons Place of Usual Residence","96","Chisholm",78
"Persons Place of Usual Residence","96","Deakin",76
"Persons Place of Usual Residence","96","Goldstein",105
"Persons Place of Usual Residence","96","Hotham",79
"Persons Place of Usual Residence","96","Isaacs",77
"Persons Place of Usual Residence","96","Jagajaga",66
"Persons Place of Usual Residence","96","Scullin",39
"Persons Place of Usual Residence","96","Gorton",17
"Persons Place of Usual Residence","96","Calwell",19
"Persons Place of Usual Residence","96","Aston",69
"Persons Place of Usual Residence","96","La Trobe",27
"Persons Place of Usual Residence","96","Bruce",51
"Persons Place of Usual Residence","96","Holt",29
"Persons Place of Usual Residence","96","Fraser",37
"Persons Place of Usual Residence","96","Lalor",19
"Persons Place of Usual Residence","96","Migratory - Offshore - Shipping (Vic.)",0
"Persons Place of Usual Residence","96","No usual address (Vic.)",0
"Persons Place of Usual Residence","96","Total",2339
"Persons Place of Usual Residence","97","Casey",25
"Persons Place of Usual Residence","97","Dunkley",37
"Persons Place of Usual Residence","97","Gellibrand",25
"Persons Place of Usual Residence","97","Nicholls",45
"Persons Place of Usual Residence","97","Indi",50
"Persons Place of Usual Residence","97","Corio",40
"Persons Place of Usual Residence","97","Corangamite",32
"Persons Place of Usual Residence","97","McEwen",15
"Persons Place of Usual Residence","97","Monash",41
"Persons Place of Usual Residence","97","Bendigo",39
"Persons Place of Usual Residence","97","Wannon",34
"Persons Place of Usual Residence","97","Mallee",52
"Persons Place of Usual Residence","97","Hawke",15
"Persons Place of Usual Residence","97","Ballarat",38
"Persons Place of Usual Residence","97","Gippsland",44
"Persons Place of Usual Residence","97","Flinders",64
"Persons Place of Usual Residence","97","Wills",34
"Persons Place of Usual Residence","97","Melbourne",32
"Persons Place of Usual Residence","97","Cooper",36
"Persons Place of Usual Residence","97","Maribyrnong",29
"Persons Place of Usual Residence","97","Macnamara",46
"Persons Place of Usual Residence","97","Higgins",44
"Persons Place of Usual Residence","97","Kooyong",58
"Persons Place of Usual Residence","97","Menzies",43
"Persons Place of Usual Residence","97","Chisholm",45
"Persons Place of Usual Residence","97","Deakin",57
"Persons Place of Usual Residence","97","Goldstein",49
"Persons Place of Usual Residence","97","Hotham",42
"Persons Place of Usual Residence","97","Isaacs",39
"Persons Place of Usual Residence","97","Jagajaga",46
"Persons Place of Usual Residence","97","Scullin",16
"Persons Place of Usual Residence","97","Gorton",8
"Persons Place of Usual Residence","97","Calwell",8
"Persons Place of Usual Residence","97","Aston",47
"Persons Place of Usual Residence","97","La Trobe",17
"Persons Place of Usual Residence","97","Bruce",25
"Persons Place of Usual Residence","97","Holt",6
"Persons Place of Usual Residence","97","Fraser",31
"Persons Place of Usual Residence","97","Lalor",10
"Persons Place of Usual Residence","97","Migratory - Offshore - Shipping (Vic.)",0
"Persons Place of Usual Residence","97","No usual address (Vic.)",0
"Persons Place of Usual Residence","97","Total",1357
"Persons Place of Usual Residence","98","Casey",17
"Persons Place of Usual Residence","98","Dunkley",36
"Persons Place of Usual Residence","98","Gellibrand",19
"Persons Place of Usual Residence","98","Nicholls",40
"Persons Place of Usual Residence","98","Indi",33
"Persons Place of Usual Residence","98","Corio",25
"Persons Place of Usual Residence","98","Corangamite",26
"Persons Place of Usual Residence","98","McEwen",8
"Persons Place of Usual Residence","98","Monash",27
"Persons Place of Usual Residence","98","Bendigo",30
"Persons Place of Usual Residence","98","Wannon",25
"Persons Place of Usual Residence","98","Mallee",37
"Persons Place of Usual Residence","98","Hawke",8
"Persons Place of Usual Residence","98","Ballarat",22
"Persons Place of Usual Residence","98","Gippsland",27
"Persons Place of Usual Residence","98","Flinders",40
"Persons Place of Usual Residence","98","Wills",22
"Persons Place of Usual Residence","98","Melbourne",14
"Persons Place of Usual Residence","98","Cooper",32
"Persons Place of Usual Residence","98","Maribyrnong",14
"Persons Place of Usual Residence","98","Macnamara",31
"Persons Place of Usual Residence","98","Higgins",45
"Persons Place of Usual Residence","98","Kooyong",53
"Persons Place of Usual Residence","98","Menzies",29
"Persons Place of Usual Residence","98","Chisholm",28
"Persons Place of Usual Residence","98","Deakin",48
"Persons Place of Usual Residence","98","Goldstein",55
"Persons Place of Usual Residence","98","Hotham",33
"Persons Place of Usual Residence","98","Isaacs",26
"Persons Place of Usual Residence","98","Jagajaga",23
"Persons Place of Usual Residence","98","Scullin",12
"Persons Place of Usual Residence","98","Gorton",11
"Persons Place of Usual Residence","98","Calwell",5
"Persons Place of Usual Residence","98","Aston",24
"Persons Place of Usual Residence","98","La Trobe",17
"Persons Place of Usual Residence","98","Bruce",18
"Persons Place of Usual Residence","98","Holt",12
"Persons Place of Usual Residence","98","Fraser",15
"Persons Place of Usual Residence","98","Lalor",14
"Persons Place of Usual Residence","98","Migratory - Offshore - Shipping (Vic.)",0
"Persons Place of Usual Residence","98","No usual address (Vic.)",0
"Persons Place of Usual Residence","98","Total",1001
"Persons Place of Usual Residence","99","Casey",13
"Persons Place of Usual Residence","99","Dunkley",22
"Persons Place of Usual Residence","99","Gellibrand",13
"Persons Place of Usual Residence","99","Nicholls",19
"Persons Place of Usual Residence","99","Indi",19
"Persons Place of Usual Residence","99","Corio",18
"Persons Place of Usual Residence","99","Corangamite",19
"Persons Place of Usual Residence","99","McEwen",12
"Persons Place of Usual Residence","99","Monash",24
"Persons Place of Usual Residence","99","Bendigo",23
"Persons Place of Usual Residence","99","Wannon",24
"Persons Place of Usual Residence","99","Mallee",30
"Persons Place of Usual Residence","99","Hawke",5
"Persons Place of Usual Residence","99","Ballarat",13
"Persons Place of Usual Residence","99","Gippsland",16
"Persons Place of Usual Residence","99","Flinders",23
"Persons Place of Usual Residence","99","Wills",21
"Persons Place of Usual Residence","99","Melbourne",18
"Persons Place of Usual Residence","99","Cooper",8
"Persons Place of Usual Residence","99","Maribyrnong",12
"Persons Place of Usual Residence","99","Macnamara",24
"Persons Place of Usual Residence","99","Higgins",20
"Persons Place of Usual Residence","99","Kooyong",28
"Persons Place of Usual Residence","99","Menzies",27
"Persons Place of Usual Residence","99","Chisholm",28
"Persons Place of Usual Residence","99","Deakin",33
"Persons Place of Usual Residence","99","Goldstein",41
"Persons Place of Usual Residence","99","Hotham",22
"Persons Place of Usual Residence","99","Isaacs",24
"Persons Place of Usual Residence","99","Jagajaga",13
"Persons Place of Usual Residence","99","Scullin",9
"Persons Place of Usual Residence","99","Gorton",8
"Persons Place of Usual Residence","99","Calwell",4
"Persons Place of Usual Residence","99","Aston",24
"Persons Place of Usual Residence","99","La Trobe",10
"Persons Place of Usual Residence","99","Bruce",13
"Persons Place of Usual Residence","99","Holt",14
"Persons Place of Usual Residence","99","Fraser",19
"Persons Place of Usual Residence","99","Lalor",0
"Persons Place of Usual Residence","99","Migratory - Offshore - Shipping (Vic.)",0
"Persons Place of Usual Residence","99","No usual address (Vic.)",0
"Persons Place of Usual Residence","99","Total",713
"Persons Place of Usual Residence","100","Casey",7
"Persons Place of Usual Residence","100","Dunkley",11
"Persons Place of Usual Residence","100","Gellibrand",8
"Persons Place of Usual Residence","100","Nicholls",9
"Persons Place of Usual Residence","100","Indi",16
"Persons Place of Usual Residence","100","Corio",11
"Persons Place of Usual Residence","100","Corangamite",8
"Persons Place of Usual Residence","100","McEwen",5
"Persons Place of Usual Residence","100","Monash",13
"Persons Place of Usual Residence","100","Bendigo",24
"Persons Place of Usual Residence","100","Wannon",10
"Persons Place of Usual Residence","100","Mallee",26
"Persons Place of Usual Residence","100","Hawke",7
"Persons Place of Usual Residence","100","Ballarat",11
"Persons Place of Usual Residence","100","Gippsland",10
"Persons Place of Usual Residence","100","Flinders",14
"Persons Place of Usual Residence","100","Wills",8
"Persons Place of Usual Residence","100","Melbourne",5
"Persons Place of Usual Residence","100","Cooper",5
"Persons Place of Usual Residence","100","Maribyrnong",5
"Persons Place of Usual Residence","100","Macnamara",17
"Persons Place of Usual Residence","100","Higgins",13
"Persons Place of Usual Residence","100","Kooyong",21
"Persons Place of Usual Residence","100","Menzies",12
"Persons Place of Usual Residence","100","Chisholm",16
"Persons Place of Usual Residence","100","Deakin",10
"Persons Place of Usual Residence","100","Goldstein",23
"Persons Place of Usual Residence","100","Hotham",18
"Persons Place of Usual Residence","100","Isaacs",13
"Persons Place of Usual Residence","100","Jagajaga",8
"Persons Place of Usual Residence","100","Scullin",4
"Persons Place of Usual Residence","100","Gorton",8
"Persons Place of Usual Residence","100","Calwell",0
"Persons Place of Usual Residence","100","Aston",9
"Persons Place of Usual Residence","100","La Trobe",4
"Persons Place of Usual Residence","100","Bruce",7
"Persons Place of Usual Residence","100","Holt",3
"Persons Place of Usual Residence","100","Fraser",3
"Persons Place of Usual Residence","100","Lalor",6
"Persons Place of Usual Residence","100","Migratory - Offshore - Shipping (Vic.)",0
"Persons Place of Usual Residence","100","No usual address (Vic.)",0
"Persons Place of Usual Residence","100","Total",417
"Persons Place of Usual Residence","101","Casey",7
"Persons Place of Usual Residence","101","Dunkley",6
"Persons Place of Usual Residence","101","Gellibrand",3
"Persons Place of Usual Residence","101","Nicholls",8
"Persons Place of Usual Residence","101","Indi",5
"Persons Place of Usual Residence","101","Corio",7
"Persons Place of Usual Residence","101","Corangamite",9
"Persons Place of Usual Residence","101","McEwen",6
"Persons Place of Usual Residence","101","Monash",8
"Persons Place of Usual Residence","101","Bendigo",0
"Persons Place of Usual Residence","101","Wannon",14
"Persons Place of Usual Residence","101","Mallee",12
"Persons Place of Usual Residence","101","Hawke",6
"Persons Place of Usual Residence","101","Ballarat",10
"Persons Place of Usual Residence","101","Gippsland",5
"Persons Place of Usual Residence","101","Flinders",10
"Persons Place of Usual Residence","101","Wills",8
"Persons Place of Usual Residence","101","Melbourne",8
"Persons Place of Usual Residence","101","Cooper",3
"Persons Place of Usual Residence","101","Maribyrnong",4
"Persons Place of Usual Residence","101","Macnamara",9
"Persons Place of Usual Residence","101","Higgins",17
"Persons Place of Usual Residence","101","Kooyong",13
"Persons Place of Usual Residence","101","Menzies",15
"Persons Place of Usual Residence","101","Chisholm",3
"Persons Place of Usual Residence","101","Deakin",13
"Persons Place of Usual Residence","101","Goldstein",15
"Persons Place of Usual Residence","101","Hotham",11
"Persons Place of Usual Residence","101","Isaacs",10
"Persons Place of Usual Residence","101","Jagajaga",11
"Persons Place of Usual Residence","101","Scullin",3
"Persons Place of Usual Residence","101","Gorton",3
"Persons Place of Usual Residence","101","Calwell",3
"Persons Place of Usual Residence","101","Aston",0
"Persons Place of Usual Residence","101","La Trobe",0
"Persons Place of Usual Residence","101","Bruce",4
"Persons Place of Usual Residence","101","Holt",3
"Persons Place of Usual Residence","101","Fraser",3
"Persons Place of Usual Residence","101","Lalor",0
"Persons Place of Usual Residence","101","Migratory - Offshore - Shipping (Vic.)",0
"Persons Place of Usual Residence","101","No usual address (Vic.)",0
"Persons Place of Usual Residence","101","Total",282
"Persons Place of Usual Residence","102","Casey",5
"Persons Place of Usual Residence","102","Dunkley",0
"Persons Place of Usual Residence","102","Gellibrand",0
"Persons Place of Usual Residence","102","Nicholls",4
"Persons Place of Usual Residence","102","Indi",6
"Persons Place of Usual Residence","102","Corio",6
"Persons Place of Usual Residence","102","Corangamite",0
"Persons Place of Usual Residence","102","McEwen",0
"Persons Place of Usual Residence","102","Monash",0
"Persons Place of Usual Residence","102","Bendigo",3
"Persons Place of Usual Residence","102","Wannon",3
"Persons Place of Usual Residence","102","Mallee",7
"Persons Place of Usual Residence","102","Hawke",0
"Persons Place of Usual Residence","102","Ballarat",3
"Persons Place of Usual Residence","102","Gippsland",6
"Persons Place of Usual Residence","102","Flinders",3
"Persons Place of Usual Residence","102","Wills",3
"Persons Place of Usual Residence","102","Melbourne",9
"Persons Place of Usual Residence","102","Cooper",3
"Persons Place of Usual Residence","102","Maribyrnong",0
"Persons Place of Usual Residence","102","Macnamara",0
"Persons Place of Usual Residence","102","Higgins",5
"Persons Place of Usual Residence","102","Kooyong",7
"Persons Place of Usual Residence","102","Menzies",8
"Persons Place of Usual Residence","102","Chisholm",11
"Persons Place of Usual Residence","102","Deakin",9
"Persons Place of Usual Residence","102","Goldstein",9
"Persons Place of Usual Residence","102","Hotham",3
"Persons Place of Usual Residence","102","Isaacs",6
"Persons Place of Usual Residence","102","Jagajaga",0
"Persons Place of Usual Residence","102","Scullin",6
"Persons Place of Usual Residence","102","Gorton",4
"Persons Place of Usual Residence","102","Calwell",0
"Persons Place of Usual Residence","102","Aston",3
"Persons Place of Usual Residence","102","La Trobe",4
"Persons Place of Usual Residence","102","Bruce",5
"Persons Place of Usual Residence","102","Holt",0
"Persons Place of Usual Residence","102","Fraser",0
"Persons Place of Usual Residence","102","Lalor",0
"Persons Place of Usual Residence","102","Migratory - Offshore - Shipping (Vic.)",0
"Persons Place of Usual Residence","102","No usual address (Vic.)",0
"Persons Place of Usual Residence","102","Total",172
"Persons Place of Usual Residence","103","Casey",0
"Persons Place of Usual Residence","103","Dunkley",0
"Persons Place of Usual Residence","103","Gellibrand",0
"Persons Place of Usual Residence","103","Nicholls",5
"Persons Place of Usual Residence","103","Indi",0
"Persons Place of Usual Residence","103","Corio",0
"Persons Place of Usual Residence","103","Corangamite",0
"Persons Place of Usual Residence","103","McEwen",0
"Persons Place of Usual Residence","103","Monash",0
"Persons Place of Usual Residence","103","Bendigo",8
"Persons Place of Usual Residence","103","Wannon",0
"Persons Place of Usual Residence","103","Mallee",7
"Persons Place of Usual Residence","103","Hawke",0
"Persons Place of Usual Residence","103","Ballarat",0
"Persons Place of Usual Residence","103","Gippsland",6
"Persons Place of Usual Residence","103","Flinders",4
"Persons Place of Usual Residence","103","Wills",0
"Persons Place of Usual Residence","103","Melbourne",4
"Persons Place of Usual Residence","103","Cooper",5
"Persons Place of Usual Residence","103","Maribyrnong",0
"Persons Place of Usual Residence","103","Macnamara",0
"Persons Place of Usual Residence","103","Higgins",0
"Persons Place of Usual Residence","103","Kooyong",9
"Persons Place of Usual Residence","103","Menzies",10
"Persons Place of Usual Residence","103","Chisholm",3
"Persons Place of Usual Residence","103","Deakin",6
"Persons Place of Usual Residence","103","Goldstein",6
"Persons Place of Usual Residence","103","Hotham",0
"Persons Place of Usual Residence","103","Isaacs",0
"Persons Place of Usual Residence","103","Jagajaga",4
"Persons Place of Usual Residence","103","Scullin",0
"Persons Place of Usual Residence","103","Gorton",0
"Persons Place of Usual Residence","103","Calwell",0
"Persons Place of Usual Residence","103","Aston",0
"Persons Place of Usual Residence","103","La Trobe",0
"Persons Place of Usual Residence","103","Bruce",3
"Persons Place of Usual Residence","103","Holt",0
"Persons Place of Usual Residence","103","Fraser",3
"Persons Place of Usual Residence","103","Lalor",0
"Persons Place of Usual Residence","103","Migratory - Offshore - Shipping (Vic.)",0
"Persons Place of Usual Residence","103","No usual address (Vic.)",0
"Persons Place of Usual Residence","103","Total",93
"Persons Place of Usual Residence","104","Casey",0
"Persons Place of Usual Residence","104","Dunkley",0
"Persons Place of Usual Residence","104","Gellibrand",0
"Persons Place of Usual Residence","104","Nicholls",4
"Persons Place of Usual Residence","104","Indi",0
"Persons Place of Usual Residence","104","Corio",0
"Persons Place of Usual Residence","104","Corangamite",0
"Persons Place of Usual Residence","104","McEwen",0
"Persons Place of Usual Residence","104","Monash",3
"Persons Place of Usual Residence","104","Bendigo",3
"Persons Place of Usual Residence","104","Wannon",5
"Persons Place of Usual Residence","104","Mallee",7
"Persons Place of Usual Residence","104","Hawke",3
"Persons Place of Usual Residence","104","Ballarat",0
"Persons Place of Usual Residence","104","Gippsland",0
"Persons Place of Usual Residence","104","Flinders",3
"Persons Place of Usual Residence","104","Wills",3
"Persons Place of Usual Residence","104","Melbourne",8
"Persons Place of Usual Residence","104","Cooper",4
"Persons Place of Usual Residence","104","Maribyrnong",0
"Persons Place of Usual Residence","104","Macnamara",3
"Persons Place of Usual Residence","104","Higgins",0
"Persons Place of Usual Residence","104","Kooyong",0
"Persons Place of Usual Residence","104","Menzies",4
"Persons Place of Usual Residence","104","Chisholm",5
"Persons Place of Usual Residence","104","Deakin",0
"Persons Place of Usual Residence","104","Goldstein",0
"Persons Place of Usual Residence","104","Hotham",0
"Persons Place of Usual Residence","104","Isaacs",0
"Persons Place of Usual Residence","104","Jagajaga",0
"Persons Place of Usual Residence","104","Scullin",0
"Persons Place of Usual Residence","104","Gorton",0
"Persons Place of Usual Residence","104","Calwell",0
"Persons Place of Usual Residence","104","Aston",0
"Persons Place of Usual Residence","104","La Trobe",0
"Persons Place of Usual Residence","104","Bruce",0
"Persons Place of Usual Residence","104","Holt",0
"Persons Place of Usual Residence","104","Fraser",0
"Persons Place of Usual Residence","104","Lalor",0
"Persons Place of Usual Residence","104","Migratory - Offshore - Shipping (Vic.)",0
"Persons Place of Usual Residence","104","No usual address (Vic.)",0
"Persons Place of Usual Residence","104","Total",72
"Persons Place of Usual Residence","105","Casey",0
"Persons Place of Usual Residence","105","Dunkley",0
"Persons Place of Usual Residence","105","Gellibrand",0
"Persons Place of Usual Residence","105","Nicholls",7
"Persons Place of Usual Residence","105","Indi",0
"Persons Place of Usual Residence","105","Corio",0
"Persons Place of Usual Residence","105","Corangamite",0
"Persons Place of Usual Residence","105","McEwen",0
"Persons Place of Usual Residence","105","Monash",3
"Persons Place of Usual Residence","105","Bendigo",3
"Persons Place of Usual Residence","105","Wannon",5
"Persons Place of Usual Residence","105","Mallee",3
"Persons Place of Usual Residence","105","Hawke",0
"Persons Place of Usual Residence","105","Ballarat",0
"Persons Place of Usual Residence","105","Gippsland",0
"Persons Place of Usual Residence","105","Flinders",0
"Persons Place of Usual Residence","105","Wills",0
"Persons Place of Usual Residence","105","Melbourne",0
"Persons Place of Usual Residence","105","Cooper",4
"Persons Place of Usual Residence","105","Maribyrnong",0
"Persons Place of Usual Residence","105","Macnamara",0
"Persons Place of Usual Residence","105","Higgins",0
"Persons Place of Usual Residence","105","Kooyong",0
"Persons Place of Usual Residence","105","Menzies",3
"Persons Place of Usual Residence","105","Chisholm",0
"Persons Place of Usual Residence","105","Deakin",0
"Persons Place of Usual Residence","105","Goldstein",3
"Persons Place of Usual Residence","105","Hotham",0
"Persons Place of Usual Residence","105","Isaacs",0
"Persons Place of Usual Residence","105","Jagajaga",0
"Persons Place of Usual Residence","105","Scullin",3
"Persons Place of Usual Residence","105","Gorton",3
"Persons Place of Usual Residence","105","Calwell",0
"Persons Place of Usual Residence","105","Aston",0
"Persons Place of Usual Residence","105","La Trobe",0
"Persons Place of Usual Residence","105","Bruce",0
"Persons Place of Usual Residence","105","Holt",0
"Persons Place of Usual Residence","105","Fraser",3
"Persons Place of Usual Residence","105","Lalor",0
"Persons Place of Usual Residence","105","Migratory - Offshore - Shipping (Vic.)",0
"Persons Place of Usual Residence","105","No usual address (Vic.)",0
"Persons Place of Usual Residence","105","Total",54
"Persons Place of Usual Residence","106","Casey",0
"Persons Place of Usual Residence","106","Dunkley",0
"Persons Place of Usual Residence","106","Gellibrand",0
"Persons Place of Usual Residence","106","Nicholls",4
"Persons Place of Usual Residence","106","Indi",0
"Persons Place of Usual Residence","106","Corio",4
"Persons Place of Usual Residence","106","Corangamite",0
"Persons Place of Usual Residence","106","McEwen",0
"Persons Place of Usual Residence","106","Monash",5
"Persons Place of Usual Residence","106","Bendigo",0
"Persons Place of Usual Residence","106","Wannon",0
"Persons Place of Usual Residence","106","Mallee",0
"Persons Place of Usual Residence","106","Hawke",0
"Persons Place of Usual Residence","106","Ballarat",0
"Persons Place of Usual Residence","106","Gippsland",0
"Persons Place of Usual Residence","106","Flinders",0
"Persons Place of Usual Residence","106","Wills",0
"Persons Place of Usual Residence","106","Melbourne",0
"Persons Place of Usual Residence","106","Cooper",0
"Persons Place of Usual Residence","106","Maribyrnong",0
"Persons Place of Usual Residence","106","Macnamara",0
"Persons Place of Usual Residence","106","Higgins",0
"Persons Place of Usual Residence","106","Kooyong",0
"Persons Place of Usual Residence","106","Menzies",0
"Persons Place of Usual Residence","106","Chisholm",0
"Persons Place of Usual Residence","106","Deakin",0
"Persons Place of Usual Residence","106","Goldstein",3
"Persons Place of Usual Residence","106","Hotham",0
"Persons Place of Usual Residence","106","Isaacs",0
"Persons Place of Usual Residence","106","Jagajaga",0
"Persons Place of Usual Residence","106","Scullin",0
"Persons Place of Usual Residence","106","Gorton",0
"Persons Place of Usual Residence","106","Calwell",0
"Persons Place of Usual Residence","106","Aston",0
"Persons Place of Usual Residence","106","La Trobe",0
"Persons Place of Usual Residence","106","Bruce",0
"Persons Place of Usual Residence","106","Holt",0
"Persons Place of Usual Residence","106","Fraser",0
"Persons Place of Usual Residence","106","Lalor",3
"Persons Place of Usual Residence","106","Migratory - Offshore - Shipping (Vic.)",0
"Persons Place of Usual Residence","106","No usual address (Vic.)",0
"Persons Place of Usual Residence","106","Total",28
"Persons Place of Usual Residence","107","Casey",0
"Persons Place of Usual Residence","107","Dunkley",0
"Persons Place of Usual Residence","107","Gellibrand",0
"Persons Place of Usual Residence","107","Nicholls",0
"Persons Place of Usual Residence","107","Indi",0
"Persons Place of Usual Residence","107","Corio",0
"Persons Place of Usual Residence","107","Corangamite",0
"Persons Place of Usual Residence","107","McEwen",0
"Persons Place of Usual Residence","107","Monash",0
"Persons Place of Usual Residence","107","Bendigo",0
"Persons Place of Usual Residence","107","Wannon",0
"Persons Place of Usual Residence","107","Mallee",0
"Persons Place of Usual Residence","107","Hawke",0
"Persons Place of Usual Residence","107","Ballarat",0
"Persons Place of Usual Residence","107","Gippsland",0
"Persons Place of Usual Residence","107","Flinders",0
"Persons Place of Usual Residence","107","Wills",0
"Persons Place of Usual Residence","107","Melbourne",0
"Persons Place of Usual Residence","107","Cooper",0
"Persons Place of Usual Residence","107","Maribyrnong",0
"Persons Place of Usual Residence","107","Macnamara",0
"Persons Place of Usual Residence","107","Higgins",0
"Persons Place of Usual Residence","107","Kooyong",0
"Persons Place of Usual Residence","107","Menzies",0
"Persons Place of Usual Residence","107","Chisholm",0
"Persons Place of Usual Residence","107","Deakin",0
"Persons Place of Usual Residence","107","Goldstein",0
"Persons Place of Usual Residence","107","Hotham",0
"Persons Place of Usual Residence","107","Isaacs",0
"Persons Place of Usual Residence","107","Jagajaga",0
"Persons Place of Usual Residence","107","Scullin",0
"Persons Place of Usual Residence","107","Gorton",0
"Persons Place of Usual Residence","107","Calwell",0
"Persons Place of Usual Residence","107","Aston",0
"Persons Place of Usual Residence","107","La Trobe",0
"Persons Place of Usual Residence","107","Bruce",0
"Persons Place of Usual Residence","107","Holt",0
"Persons Place of Usual Residence","107","Fraser",0
"Persons Place of Usual Residence","107","Lalor",0
"Persons Place of Usual Residence","107","Migratory - Offshore - Shipping (Vic.)",0
"Persons Place of Usual Residence","107","No usual address (Vic.)",0
"Persons Place of Usual Residence","107","Total",6
"Persons Place of Usual Residence","108","Casey",0
"Persons Place of Usual Residence","108","Dunkley",0
"Persons Place of Usual Residence","108","Gellibrand",0
"Persons Place of Usual Residence","108","Nicholls",0
"Persons Place of Usual Residence","108","Indi",0
"Persons Place of Usual Residence","108","Corio",0
"Persons Place of Usual Residence","108","Corangamite",0
"Persons Place of Usual Residence","108","McEwen",0
"Persons Place of Usual Residence","108","Monash",0
"Persons Place of Usual Residence","108","Bendigo",0
